Candidate_Location,Distance_From_Job_Location (km),Cost_of_Living_Area,Current_Role,Seniority_Level,Experience_Years,Current_Salary (INR),Expected_Salary (INR),Education_Qualification,Relevant_Skills,Certifications,Notice_Period (Days),Planned_Leaves,Shift_Preference,Service_Bond_Acceptance,Work_Mode_Preference,Current_Company_Name,Current_Company_Industry,Current_Company_Brand_Perception,Job_Hopping_History (Years),Technology_Fit,Offered_Salary (INR),Salary_Difference (INR),Salary_Competitiveness,Offered_Position_Level,Offered_Job_Role,Job_Location,Relocation_Required,Benefits_Package,Career_Growth_Opportunities,Job_Security,Offer_Company_Brand_Value,Offer_Validity_Date,Offer_Letter_Clarity,Expected_Joining_Score
Darbhanga,5,High,Analyst,Mid-Level,4,532198,2437050,Bachelor's Degree,"C++, Algorithms",AWS Certified,63,3,Flexible,Yes,Remote,Infosys,Retail,Negative,6,High,619435,358479,Above Average,Lead,Data Analyst,Darbhanga,Yes,Health Insurance,Excellent,Strong,High,2024-12-29 17:53:29.688940,Clear,1000.0
Darbhanga,47,Low,Consultant,Mid-Level,9,1380180,1132531,Bachelor's Degree,"Java, Spring Boot",Scrum Master,41,4,Day,No,Offline,Cognizant,IT Services,Negative,9,High,638762,16127,Average,Mid-Level,Manager,Chennai,No,Stock Options,Limited,Weak,High,2024-12-26 17:53:29.688940,Ambiguous,794.2920666666666
Delhi,26,Medium,Consultant,Senior-Level,14,1463327,859348,Master's Degree,"C++, Algorithms",PMP,28,13,Flexible,Yes,Hybrid,Accenture,Retail,Neutral,8,Low,1338180,168177,Average,Senior-Level,Team Lead,Hyderabad,Yes,Stock Options,Excellent,Stable,High,2024-12-28 17:53:29.688940,Ambiguous,451.606
Madanapalle,15,High,Software Engineer,Senior-Level,2,1680177,1677599,Master's Degree,"AWS, Docker, Kubernetes",PMP,20,7,Night,No,Remote,HCL,Healthcare,Positive,2,Moderate,1045959,370340,Average,Senior-Level,Team Lead,Mumbai,Yes,Stock Options,Excellent,Stable,Moderate,2025-01-03 17:53:29.688940,Ambiguous,977.8653
Bangalore,14,Low,Project Manager,Mid-Level,7,656671,712366,Master's Degree,"Java, Spring Boot",Scrum Master,62,7,Day,No,Hybrid,Cognizant,Retail,Positive,5,High,522131,306316,Below Average,Senior-Level,Team Lead,Chennai,Yes,Health Insurance,Moderate,Stable,Moderate,2024-12-28 17:53:29.688940,Clear,750.4043666666666
Darbhanga,21,High,Consultant,Lead,11,1234747,1804577,PhD,"JavaScript, React",Google Cloud Certified,62,6,Night,Yes,Hybrid,TCS,Banking,Positive,4,Moderate,2668514,237974,Above Average,Senior-Level,Developer,Munger,Yes,Health Insurance,Excellent,Strong,High,2024-12-23 17:53:29.688940,Clear,396.95046666666667
Munger,40,Medium,Consultant,Senior-Level,11,1916651,1157914,PhD,"Python, SQL, ML",None,89,4,Night,No,Offline,TCS,IT Services,Negative,7,Low,2618308,314832,Average,Lead,Team Lead,Madanapalle,No,Flexible Hours,Limited,Stable,High,2025-01-05 17:53:29.688940,Clear,974.2769333333333
Delhi,30,High,Data Scientist,Lead,5,727531,486245,PhD,"JavaScript, React",Scrum Master,37,5,Day,Yes,Hybrid,HCL,Banking,Negative,8,High,2080782,201296,Above Average,Entry-Level,Team Lead,Kolkata,Yes,Health Insurance,Limited,Weak,High,2025-01-09 17:53:29.688940,Clear,453.3594
Darbhanga,25,High,Project Manager,Senior-Level,8,1642755,2303915,Bachelor's Degree,"C++, Algorithms",None,78,7,Day,Yes,Offline,Accenture,IT Services,Positive,7,Low,2126914,384975,Below Average,Senior-Level,Manager,Kolkata,Yes,Health Insurance,Excellent,Stable,Moderate,2024-12-18 17:53:29.688940,Clear,1000.0
Mumbai,17,Medium,Project Manager,Senior-Level,11,859132,2497309,Master's Degree,"AWS, Docker, Kubernetes",PMP,65,4,Day,Yes,Remote,Accenture,IT Services,Negative,0,Moderate,1183958,426913,Above Average,Entry-Level,Manager,Hyderabad,Yes,Flexible Hours,Excellent,Stable,Low,2024-12-17 17:53:29.688940,Clear,275.46526666666665
Madanapalle,13,High,Project Manager,Entry-Level,14,1854058,2316576,Bachelor's Degree,"JavaScript, React",None,11,2,Night,No,Offline,Cognizant,Healthcare,Positive,6,Low,2869438,372975,Average,Lead,Manager,Mumbai,Yes,Stock Options,Moderate,Stable,Moderate,2024-12-28 17:53:29.688940,Ambiguous,1000.0
Hyderabad,15,Low,Analyst,Entry-Level,8,578964,720410,Diploma,"Python, SQL, ML",AWS Certified,32,8,Day,Yes,Hybrid,TCS,Consulting,Negative,7,Moderate,1011188,279790,Below Average,Senior-Level,Manager,Mumbai,Yes,Stock Options,Excellent,Strong,High,2024-12-24 17:53:29.688940,Ambiguous,1000.0
Darbhanga,15,High,Software Engineer,Mid-Level,14,1567653,2369398,PhD,"Python, SQL, ML",None,78,8,Night,No,Hybrid,Accenture,Healthcare,Positive,4,Moderate,2377251,440780,Below Average,Lead,Developer,Madanapalle,No,Health Insurance,Limited,Strong,Low,2024-12-17 17:53:29.688940,Clear,1000.0
Delhi,10,Low,Software Engineer,Entry-Level,14,608820,2094263,Bachelor's Degree,"AWS, Docker, Kubernetes",None,0,9,Flexible,Yes,Hybrid,Cognizant,Consulting,Positive,3,Moderate,1834630,77711,Below Average,Entry-Level,Developer,Hyderabad,Yes,Stock Options,Limited,Strong,Moderate,2025-01-05 17:53:29.688940,Clear,495.15433333333334
Hyderabad,5,High,Data Scientist,Entry-Level,4,612058,1134358,Diploma,"Java, Spring Boot",PMP,67,0,Day,Yes,Offline,Cognizant,Consulting,Negative,6,Moderate,1693639,83468,Below Average,Entry-Level,Developer,Mumbai,Yes,Flexible Hours,Excellent,Strong,Moderate,2024-12-13 17:53:29.688940,Clear,888.4546333333333
Munger,10,High,Project Manager,Mid-Level,13,634894,2425770,Bachelor's Degree,"JavaScript, React",Google Cloud Certified,27,6,Night,No,Remote,TCS,Healthcare,Positive,5,Moderate,2050906,46049,Average,Senior-Level,Team Lead,Delhi,Yes,Stock Options,Moderate,Strong,High,2024-12-17 17:53:29.688940,Clear,585.3635333333334
Hyderabad,17,Medium,Project Manager,Lead,4,323968,1952338,Diploma,"JavaScript, React",None,61,3,Day,No,Remote,HCL,Retail,Positive,1,High,1769008,172831,Average,Lead,Manager,Kolkata,Yes,Health Insurance,Excellent,Weak,Low,2025-01-22 17:53:29.688940,Ambiguous,358.9669333333333
Mumbai,26,Medium,Consultant,Entry-Level,8,1655344,474493,Bachelor's Degree,"Python, SQL, ML",PMP,77,5,Night,Yes,Hybrid,Cognizant,Healthcare,Neutral,8,High,2944277,62032,Above Average,Entry-Level,Developer,Hyderabad,Yes,Flexible Hours,Excellent,Stable,Moderate,2024-12-14 17:53:29.688940,Clear,402.14256666666665
Bangalore,35,Low,Analyst,Lead,3,1713118,1919171,Bachelor's Degree,"C++, Algorithms",AWS Certified,58,12,Night,No,Offline,HCL,Banking,Positive,2,Low,1490090,131276,Below Average,Entry-Level,Data Analyst,Munger,Yes,Stock Options,Moderate,Weak,Moderate,2024-12-18 17:53:29.688940,Clear,948.6696666666667
Darbhanga,26,Medium,Analyst,Mid-Level,7,880034,468148,PhD,"JavaScript, React",None,48,6,Flexible,No,Hybrid,TCS,Banking,Positive,0,Low,1029030,179963,Above Average,Lead,Data Analyst,Madanapalle,Yes,Stock Options,Excellent,Strong,Low,2025-01-19 17:53:29.688940,Ambiguous,782.301
Chennai,41,Medium,Data Scientist,Senior-Level,8,1680984,2387026,Bachelor's Degree,"Python, SQL, ML",None,44,7,Day,No,Offline,Cognizant,Banking,Neutral,2,High,1029450,361562,Below Average,Mid-Level,Developer,Mumbai,Yes,Stock Options,Moderate,Weak,Moderate,2025-01-19 17:53:29.688940,Clear,385.315
Chennai,31,Medium,Software Engineer,Lead,8,424458,740453,Bachelor's Degree,"C++, Algorithms",AWS Certified,75,10,Night,No,Remote,Infosys,Banking,Positive,0,Moderate,1538858,273037,Above Average,Lead,Team Lead,Bangalore,Yes,Flexible Hours,Moderate,Stable,High,2025-01-14 17:53:29.688940,Clear,608.2952666666666
Hyderabad,18,Medium,Project Manager,Mid-Level,11,700457,2265255,Master's Degree,"Java, Spring Boot",Scrum Master,5,4,Day,No,Offline,TCS,Consulting,Positive,9,Moderate,1451764,163791,Above Average,Senior-Level,Team Lead,Delhi,Yes,Flexible Hours,Limited,Strong,High,2025-01-16 17:53:29.688940,Clear,484.39213333333333
Pune,9,Medium,Data Scientist,Lead,10,507080,400443,Bachelor's Degree,"Java, Spring Boot",Google Cloud Certified,19,4,Night,No,Offline,TCS,Consulting,Neutral,6,High,1642971,346157,Average,Mid-Level,Data Analyst,Madanapalle,No,Flexible Hours,Excellent,Strong,Low,2024-12-30 17:53:29.688940,Ambiguous,482.76570000000004
Madanapalle,40,Low,Analyst,Mid-Level,4,1325898,963029,PhD,"Python, SQL, ML",AWS Certified,84,11,Flexible,Yes,Hybrid,Infosys,Healthcare,Negative,5,Moderate,1853733,272888,Below Average,Senior-Level,Manager,Mumbai,Yes,Flexible Hours,Excellent,Stable,Moderate,2025-01-22 17:53:29.688940,Clear,406.79110000000003
Chennai,36,Low,Analyst,Mid-Level,9,1016999,1334792,Bachelor's Degree,"Python, SQL, ML",AWS Certified,15,5,Night,No,Offline,TCS,IT Services,Positive,7,Low,1437690,372109,Above Average,Entry-Level,Team Lead,Madanapalle,Yes,Stock Options,Moderate,Strong,Low,2025-01-08 17:53:29.688940,Clear,614.923
Pune,38,Medium,Analyst,Senior-Level,10,841345,1492745,PhD,"Java, Spring Boot",AWS Certified,11,14,Night,No,Remote,Infosys,IT Services,Negative,3,Moderate,2061206,321899,Above Average,Senior-Level,Data Analyst,Kolkata,No,Health Insurance,Limited,Weak,High,2025-01-01 17:53:29.688940,Clear,505.70686666666666
Chennai,11,Medium,Project Manager,Lead,4,611844,679453,Master's Degree,"Python, SQL, ML",Scrum Master,51,6,Day,No,Remote,Infosys,Consulting,Positive,5,Moderate,1547090,351849,Below Average,Lead,Manager,Munger,No,Health Insurance,Limited,Stable,Moderate,2025-01-26 17:53:29.688940,Ambiguous,818.5696666666666
Pune,46,Low,Project Manager,Senior-Level,8,1079176,1806161,PhD,"AWS, Docker, Kubernetes",AWS Certified,19,14,Flexible,Yes,Remote,TCS,Retail,Positive,2,Low,2959311,143078,Above Average,Entry-Level,Manager,Pune,Yes,Stock Options,Limited,Strong,Low,2024-12-10 17:53:29.688940,Clear,831.6437
Madanapalle,14,High,Project Manager,Senior-Level,6,838720,1079595,Master's Degree,"JavaScript, React",Scrum Master,57,4,Night,No,Hybrid,Infosys,Consulting,Negative,3,Low,1060246,283033,Below Average,Senior-Level,Developer,Kolkata,No,Stock Options,Excellent,Strong,Low,2025-01-04 17:53:29.688940,Clear,881.3415333333334
Kolkata,21,Low,Consultant,Lead,5,1934352,1110442,Master's Degree,"AWS, Docker, Kubernetes",Google Cloud Certified,44,4,Day,Yes,Offline,Infosys,Retail,Neutral,5,High,1940038,360794,Above Average,Lead,Data Analyst,Pune,No,Flexible Hours,Excellent,Stable,High,2024-12-16 17:53:29.688940,Ambiguous,1000.0
Chennai,34,High,Software Engineer,Lead,4,1972063,1244527,Master's Degree,"C++, Algorithms",Scrum Master,1,11,Night,No,Offline,TCS,IT Services,Neutral,4,Moderate,2803575,279942,Average,Lead,Team Lead,Hyderabad,Yes,Health Insurance,Excellent,Strong,Low,2024-12-11 17:53:29.688940,Clear,599.4525
Mumbai,25,Medium,Analyst,Mid-Level,5,1891817,665066,Master's Degree,"Python, SQL, ML",Google Cloud Certified,33,3,Day,Yes,Hybrid,Infosys,Consulting,Positive,1,Low,2870957,333436,Average,Lead,Data Analyst,Chennai,No,Flexible Hours,Moderate,Weak,High,2025-01-26 17:53:29.688940,Clear,1000.0
Darbhanga,17,Medium,Analyst,Lead,13,556039,2293014,Master's Degree,"Python, SQL, ML",Google Cloud Certified,25,0,Flexible,Yes,Remote,HCL,Healthcare,Neutral,8,Low,2740600,251131,Above Average,Mid-Level,Team Lead,Chennai,Yes,Flexible Hours,Moderate,Strong,Moderate,2025-01-22 17:53:29.688940,Ambiguous,1000.0
Pune,5,Low,Consultant,Mid-Level,11,1562481,888843,PhD,"C++, Algorithms",Google Cloud Certified,32,13,Flexible,Yes,Remote,TCS,Banking,Positive,1,Low,1082077,46933,Average,Mid-Level,Data Analyst,Chennai,No,Stock Options,Excellent,Stable,High,2024-12-12 17:53:29.688940,Ambiguous,1000.0
Darbhanga,5,Medium,Analyst,Mid-Level,1,415864,2375856,Master's Degree,"JavaScript, React",PMP,41,6,Day,Yes,Hybrid,TCS,IT Services,Positive,7,Low,1008655,465452,Above Average,Senior-Level,Developer,Kolkata,No,Flexible Hours,Excellent,Strong,Moderate,2024-12-20 17:53:29.688940,Ambiguous,674.6218333333334
Delhi,37,High,Analyst,Mid-Level,7,1847369,2170391,Master's Degree,"Java, Spring Boot",Google Cloud Certified,64,6,Flexible,Yes,Hybrid,HCL,Consulting,Negative,4,Low,593905,163621,Average,Lead,Data Analyst,Pune,No,Stock Options,Moderate,Strong,High,2024-12-16 17:53:29.688940,Ambiguous,1000.0
Delhi,42,High,Project Manager,Mid-Level,8,1027592,2288379,Master's Degree,"AWS, Docker, Kubernetes",Scrum Master,7,12,Day,No,Remote,Accenture,Consulting,Negative,6,Low,1753147,217245,Average,Senior-Level,Developer,Bangalore,Yes,Health Insurance,Limited,Strong,Moderate,2024-12-22 17:53:29.688940,Clear,580.4382333333333
Madanapalle,29,Low,Project Manager,Mid-Level,12,1377923,814053,Master's Degree,"JavaScript, React",PMP,64,5,Day,No,Remote,Cognizant,Banking,Neutral,5,High,2870141,135829,Below Average,Entry-Level,Developer,Munger,No,Health Insurance,Moderate,Stable,Moderate,2025-01-18 17:53:29.688940,Ambiguous,725.6713666666667
Pune,30,High,Software Engineer,Mid-Level,9,845537,536647,Master's Degree,"Java, Spring Boot",AWS Certified,9,9,Flexible,No,Offline,Infosys,IT Services,Negative,1,Moderate,525379,208955,Below Average,Mid-Level,Developer,Chennai,No,Flexible Hours,Limited,Strong,Low,2025-01-26 17:53:29.688940,Ambiguous,1000.0
Munger,17,Low,Analyst,Lead,13,746674,1314777,Diploma,"Java, Spring Boot",AWS Certified,31,1,Flexible,Yes,Remote,Infosys,Healthcare,Positive,3,Moderate,507014,147278,Average,Mid-Level,Team Lead,Bangalore,Yes,Flexible Hours,Limited,Strong,Moderate,2024-12-28 17:53:29.688940,Clear,1000.0
Delhi,32,Low,Data Scientist,Lead,3,516265,1238152,Bachelor's Degree,"Python, SQL, ML",None,50,1,Day,Yes,Remote,Cognizant,Healthcare,Neutral,8,Moderate,1628762,82369,Above Average,Lead,Developer,Darbhanga,Yes,Health Insurance,Moderate,Weak,High,2024-12-27 17:53:29.688940,Clear,528.2920666666666
Madanapalle,37,High,Analyst,Entry-Level,9,781712,1529969,Bachelor's Degree,"C++, Algorithms",Google Cloud Certified,56,5,Day,No,Offline,Infosys,Healthcare,Negative,6,Moderate,1260906,422665,Above Average,Lead,Team Lead,Madanapalle,Yes,Health Insurance,Excellent,Weak,High,2025-01-19 17:53:29.688940,Ambiguous,803.0302
Delhi,41,High,Analyst,Lead,10,413346,649159,Master's Degree,"Python, SQL, ML",None,39,11,Flexible,No,Hybrid,Infosys,IT Services,Neutral,0,Moderate,779205,357510,Below Average,Lead,Manager,Kolkata,No,Health Insurance,Moderate,Stable,Low,2024-12-11 17:53:29.688940,Clear,902.9735000000001
Delhi,45,High,Software Engineer,Senior-Level,5,1169874,1441737,Master's Degree,"C++, Algorithms",Google Cloud Certified,65,12,Flexible,No,Offline,HCL,Healthcare,Neutral,3,Moderate,2474923,171404,Below Average,Entry-Level,Developer,Munger,Yes,Stock Options,Moderate,Weak,Low,2025-01-20 17:53:29.688940,Ambiguous,814.4974333333333
Munger,34,High,Data Scientist,Entry-Level,10,1338617,2389034,Diploma,"Python, SQL, ML",Google Cloud Certified,30,8,Day,No,Offline,HCL,Retail,Positive,9,Moderate,1699595,181836,Average,Lead,Data Analyst,Madanapalle,No,Stock Options,Limited,Stable,Low,2025-01-12 17:53:29.688940,Clear,825.6531666666667
Chennai,12,High,Analyst,Lead,6,1192213,2100848,Master's Degree,"AWS, Docker, Kubernetes",Scrum Master,62,4,Day,No,Remote,HCL,Consulting,Neutral,2,High,2746445,84771,Above Average,Mid-Level,Data Analyst,Delhi,No,Flexible Hours,Excellent,Stable,Low,2025-01-03 17:53:29.688940,Clear,495.54816666666665
Hyderabad,5,High,Data Scientist,Senior-Level,1,696018,1803998,Diploma,"Python, SQL, ML",Scrum Master,67,6,Day,No,Hybrid,HCL,Retail,Positive,0,Low,1443105,150234,Above Average,Entry-Level,Manager,Munger,No,Flexible Hours,Excellent,Strong,Moderate,2024-12-20 17:53:29.688940,Ambiguous,1000.0
Kolkata,16,High,Project Manager,Lead,9,1983950,2360697,Bachelor's Degree,"AWS, Docker, Kubernetes",AWS Certified,55,1,Flexible,Yes,Remote,TCS,IT Services,Positive,4,Low,2846928,84177,Average,Mid-Level,Developer,Mumbai,No,Flexible Hours,Moderate,Weak,Low,2024-12-16 17:53:29.688940,Clear,667.8976
Delhi,9,Medium,Project Manager,Mid-Level,9,1628753,1052738,PhD,"JavaScript, React",PMP,11,5,Night,No,Hybrid,Infosys,Healthcare,Neutral,8,Low,1052583,361851,Below Average,Entry-Level,Manager,Madanapalle,Yes,Flexible Hours,Moderate,Weak,Low,2024-12-19 17:53:29.688940,Ambiguous,291.0861
Delhi,28,Low,Data Scientist,Entry-Level,6,859376,420966,Bachelor's Degree,"JavaScript, React",AWS Certified,30,10,Day,Yes,Offline,Cognizant,Healthcare,Negative,3,High,440915,202856,Above Average,Mid-Level,Data Analyst,Delhi,No,Health Insurance,Excellent,Weak,Moderate,2024-12-31 17:53:29.688940,Ambiguous,757.6971666666667
Mumbai,10,Low,Analyst,Mid-Level,8,1981865,1661221,PhD,"Python, SQL, ML",Google Cloud Certified,22,5,Night,No,Hybrid,Infosys,Healthcare,Negative,1,Low,2585857,308638,Average,Senior-Level,Data Analyst,Madanapalle,Yes,Flexible Hours,Excellent,Weak,High,2025-01-04 17:53:29.688940,Clear,362.19523333333336
Kolkata,29,High,Data Scientist,Entry-Level,4,1103959,1647970,PhD,"JavaScript, React",PMP,32,9,Flexible,Yes,Remote,TCS,Banking,Neutral,6,High,2481468,456454,Average,Senior-Level,Team Lead,Bangalore,No,Flexible Hours,Moderate,Weak,High,2024-12-14 17:53:29.688940,Ambiguous,768.7156
Munger,5,Low,Data Scientist,Entry-Level,5,603149,1008903,PhD,"Java, Spring Boot",None,7,5,Night,No,Hybrid,TCS,Banking,Positive,7,High,2718868,98485,Above Average,Senior-Level,Team Lead,Pune,Yes,Flexible Hours,Excellent,Strong,High,2025-01-24 17:53:29.688940,Ambiguous,756.6289333333333
Darbhanga,29,High,Project Manager,Mid-Level,5,1040594,1329344,Master's Degree,"AWS, Docker, Kubernetes",Google Cloud Certified,61,5,Night,Yes,Hybrid,Infosys,Healthcare,Positive,1,High,2329867,187796,Average,Senior-Level,Manager,Mumbai,Yes,Health Insurance,Limited,Weak,Low,2025-01-16 17:53:29.688940,Clear,604.6622333333333
Pune,5,Medium,Data Scientist,Entry-Level,7,1615126,795268,Diploma,"C++, Algorithms",Scrum Master,79,13,Day,Yes,Hybrid,Infosys,Consulting,Neutral,9,High,2690173,61470,Average,Senior-Level,Data Analyst,Mumbai,Yes,Flexible Hours,Excellent,Strong,Moderate,2024-12-22 17:53:29.688940,Clear,382.67243333333334
Delhi,36,Low,Consultant,Entry-Level,7,1793553,737450,PhD,"AWS, Docker, Kubernetes",AWS Certified,14,3,Night,Yes,Remote,HCL,Banking,Neutral,8,Low,1849932,458473,Below Average,Mid-Level,Developer,Madanapalle,No,Flexible Hours,Limited,Strong,High,2024-12-24 17:53:29.688940,Ambiguous,684.6644
Hyderabad,46,Low,Consultant,Lead,7,394538,1645173,Diploma,"Python, SQL, ML",AWS Certified,40,4,Flexible,Yes,Offline,TCS,IT Services,Negative,9,Moderate,770129,463642,Below Average,Lead,Developer,Mumbai,No,Health Insurance,Moderate,Weak,Moderate,2024-12-16 17:53:29.688940,Ambiguous,515.6709666666667
Pune,46,Medium,Project Manager,Senior-Level,5,1804139,1055385,Bachelor's Degree,"JavaScript, React",None,51,3,Day,Yes,Offline,Infosys,Healthcare,Positive,7,Low,512862,237822,Below Average,Senior-Level,Team Lead,Madanapalle,No,Stock Options,Limited,Stable,Low,2025-01-10 17:53:29.688940,Ambiguous,513.0953999999999
Kolkata,7,Medium,Analyst,Mid-Level,4,1028487,2455946,PhD,"JavaScript, React",AWS Certified,25,5,Night,Yes,Hybrid,Cognizant,Consulting,Positive,3,High,2720691,239408,Below Average,Mid-Level,Data Analyst,Darbhanga,Yes,Flexible Hours,Excellent,Stable,High,2025-01-14 17:53:29.688940,Clear,688.6897
Pune,23,Medium,Analyst,Lead,8,1482767,541473,Bachelor's Degree,"Java, Spring Boot",AWS Certified,77,8,Night,No,Hybrid,Cognizant,Banking,Neutral,3,High,2572632,129396,Above Average,Mid-Level,Team Lead,Munger,No,Flexible Hours,Limited,Weak,Low,2025-01-16 17:53:29.688940,Ambiguous,306.75440000000003
Chennai,47,Low,Project Manager,Lead,1,1071448,1423105,Diploma,"JavaScript, React",PMP,11,12,Night,Yes,Hybrid,HCL,IT Services,Positive,4,High,1500793,298124,Below Average,Senior-Level,Developer,Munger,No,Stock Options,Excellent,Stable,Low,2024-12-10 17:53:29.688940,Clear,832.0264333333333
Delhi,33,Low,Analyst,Mid-Level,1,1407511,1561748,Diploma,"Python, SQL, ML",Google Cloud Certified,26,4,Night,No,Offline,HCL,Banking,Neutral,0,Low,1592461,246707,Above Average,Senior-Level,Team Lead,Munger,No,Stock Options,Limited,Stable,Low,2025-01-10 17:53:29.688940,Clear,1000.0
Pune,6,Medium,Software Engineer,Entry-Level,6,1078247,2233842,Bachelor's Degree,"Python, SQL, ML",PMP,67,4,Day,Yes,Remote,Infosys,IT Services,Positive,6,Moderate,755217,399032,Above Average,Entry-Level,Data Analyst,Delhi,No,Flexible Hours,Excellent,Strong,Low,2025-01-26 17:53:29.688940,Clear,958.1739
Darbhanga,13,Medium,Consultant,Mid-Level,2,1406903,1782015,Diploma,"C++, Algorithms",PMP,29,2,Day,No,Hybrid,Cognizant,Healthcare,Negative,3,Low,2363485,146549,Above Average,Entry-Level,Developer,Darbhanga,No,Flexible Hours,Moderate,Weak,High,2025-01-22 17:53:29.688940,Ambiguous,1000.0
Darbhanga,21,Medium,Software Engineer,Senior-Level,12,1450391,1412968,Bachelor's Degree,"AWS, Docker, Kubernetes",AWS Certified,3,12,Day,No,Hybrid,TCS,Consulting,Positive,0,High,1656380,348422,Above Average,Lead,Data Analyst,Chennai,No,Stock Options,Moderate,Weak,Moderate,2024-12-13 17:53:29.688940,Clear,448.2126666666667
Delhi,40,Medium,Software Engineer,Senior-Level,3,1712852,1100424,Diploma,"AWS, Docker, Kubernetes",Google Cloud Certified,53,10,Flexible,No,Hybrid,Accenture,Retail,Neutral,3,Moderate,2591527,403546,Above Average,Senior-Level,Developer,Chennai,No,Flexible Hours,Excellent,Strong,High,2024-12-19 17:53:29.688940,Clear,818.3842333333333
Bangalore,21,Medium,Software Engineer,Mid-Level,4,1693205,2332918,Master's Degree,"AWS, Docker, Kubernetes",AWS Certified,33,6,Flexible,No,Offline,Cognizant,Banking,Neutral,3,High,1172764,105906,Below Average,Lead,Data Analyst,Hyderabad,No,Flexible Hours,Limited,Weak,High,2024-12-15 17:53:29.688940,Ambiguous,578.0921333333333
Darbhanga,16,High,Project Manager,Lead,14,1225155,2452145,Bachelor's Degree,"C++, Algorithms",AWS Certified,67,4,Day,Yes,Offline,TCS,Consulting,Positive,0,Moderate,590609,79622,Above Average,Entry-Level,Data Analyst,Chennai,No,Stock Options,Moderate,Strong,High,2025-01-03 17:53:29.688940,Clear,582.6869666666666
Pune,24,Medium,Software Engineer,Mid-Level,2,1244400,2273417,PhD,"C++, Algorithms",PMP,83,13,Day,Yes,Remote,Cognizant,Retail,Negative,8,Moderate,757059,408136,Above Average,Lead,Team Lead,Madanapalle,Yes,Health Insurance,Limited,Stable,Moderate,2024-12-21 17:53:29.688940,Clear,999.2353
